,日付,始値,高値,安値,終値,出来高,調整後終値,
,2021-12-30,2,104,2,116,2,091,2,105.5,14,009,600,2,105.50,
,2021-12-29,2,122,2,129,2,106.5,2,110.5,14,440,600,2,110.50,
,2021-12-28,2,130,2,137.5,2,115.5,2,133,17,152,500,2,133,
,2021-12-27,2,096,2,116,2,093,2,108,11,932,500,2,108,
,2021-12-24,2,101,2,112,2,088,2,096.5,10,236,700,2,096.50,
,2021-12-23,2,055,2,096.5,2,055,2,096.5,19,290,700,2,096.50,
,2021-12-22,2,072.5,2,077.5,2,035.5,2,056.5,19,962,800,2,056.50,
,2021-12-21,2,092,2,092.5,2,067,2,070.5,23,334,300,2,070.50,
,2021-12-20,2,072.5,2,095.5,2,051,2,051,18,811,300,2,051,
,2021-12-17,2,136,2,165,2,100,2,102.5,38,176,700,2,102.50,
,2021-12-16,2,147,2,162.5,2,132.5,2,139.5,30,403,400,2,139.50,
,2021-12-15,2,083,2,132,2,080.5,2,118.5,35,698,900,2,118.50,
,2021-12-14,2,021,2,055,2,019,2,045,22,353,800,2,045,
,2021-12-13,2,032,2,035,2,002,2,002,28,905,200,2,002,
,2021-12-10,2,056.5,2,069.5,2,042.5,2,052,18,235,100,2,052,
,2021-12-09,2,080.5,2,092,2,050.5,2,056.5,19,139,300,2,056.50,
,2021-12-08,2,087,2,098,2,068,2,068,24,065,300,2,068,
,2021-12-07,2,065,2,114.5,2,053,2,105,28,638,400,2,105,
,2021-12-06,2,116.5,2,117.5,2,060.5,2,066,19,515,300,2,066,
,2021-12-03,2,052.5,2,082,2,040.5,2,079,19,023,700,2,079,
,2021-12-02,2,030,2,051,2,005,2,045.5,24,357,000,2,045.50,
,2021-12-01,2,007.5,2,074,2,007,2,045.5,25,290,500,2,045.50,
,2021-11-30,2,051.5,2,061.5,1,999,2,001,42,639,000,2,001,
,2021-11-29,2,031,2,041,2,005,2,012,27,978,900,2,012,
,2021-11-26,2,100,2,109.5,2,065,2,074.5,22,432,100,2,074.50,
,2021-11-25,2,134,2,147,2,112,2,112,14,283,000,2,112,
,2021-11-24,2,130,2,159,2,119,2,124.5,21,946,800,2,124.50,
,2021-11-22,2,133,2,133.5,2,101,2,105,18,371,200,2,105,
,2021-11-19,2,110,2,142.5,2,102,2,132.5,20,093,600,2,132.50,
,2021-11-18,2,128,2,146.5,2,105,2,124.5,18,309,000,2,124.50,
,2021-11-17,2,185,2,188,2,128,2,128,26,692,900,2,128,
,2021-11-16,2,112,2,155,2,112,2,141.5,23,534,300,2,141.50,
,2021-11-15,2,094,2,117.5,2,088.5,2,102,21,902,800,2,102,
,2021-11-12,2,045,2,085,2,041,2,078.5,26,162,900,2,078.50,
,2021-11-11,2,018,2,040,2,008,2,030,15,549,700,2,030,
,2021-11-10,2,002.5,2,015,1,998.5,2,005.5,12,819,100,2,005.50,
,2021-11-09,2,044.5,2,048.5,1,995,1,995,16,797,300,1,995,
,2021-11-08,2,041.5,2,056,2,028,2,028,14,062,700,2,028,
,2021-11-05,2,090,2,091,2,018.5,2,035,20,210,400,2,035,
,2021-11-04,2,070,2,100,2,027.5,2,063,38,783,500,2,063,
,2021-11-02,2,047.5,2,059,2,030.5,2,048,17,669,100,2,048,
,2021-11-01,2,028,2,050,2,022,2,050,24,547,300,2,050,
,2021-10-29,1,993.5,2,008,1,978,2,006.5,18,052,200,2,006.50,
,2021-10-28,1,987.5,2,013,1,974,2,000,17,683,000,2,000,
,2021-10-27,1,998.5,2,004,1,984,2,004,14,028,900,2,004,
,2021-10-26,1,974,1,992.5,1,965,1,980,15,149,500,1,980,
,2021-10-25,1,939,1,967.5,1,928,1,946.5,16,310,200,1,946.50,
,2021-10-22,1,973,1,999.5,1,964.5,1,983.5,15,610,500,1,983.50,
,2021-10-21,2,025,2,031.5,1,983.5,1,983.5,17,327,500,1,983.50,
,2021-10-20,2,045.5,2,053,2,026,2,031.5,15,372,800,2,031.50,
,2021-10-19,2,037.5,2,038,2,010,2,030,14,539,000,2,030,
,2021-10-18,2,026,2,062,2,025,2,040,24,313,600,2,040,
,2021-10-15,1,999,1,999.5,1,974.5,1,993.5,18,602,800,1,993.50,
,2021-10-14,1,965,1,986,1,940.5,1,985.5,13,517,700,1,985.50,
,2021-10-13,2,018,2,019,1,976,1,976,19,436,600,1,976,
,2021-10-12,1,994,2,013.5,1,983.5,2,002.5,18,513,900,2,002.50,
,2021-10-11,1,930,1,988,1,929,1,987,18,449,100,1,987,
,2021-10-08,1,920,1,948.5,1,915.5,1,923,22,700,900,1,923,
,2021-10-07,1,852,1,876,1,840.5,1,869,18,340,800,1,869,
,2021-10-06,1,890,1,897.5,1,818,1,840,35,192,500,1,840,
,2021-10-05,1,900,1,929,1,860,1,902,29,108,900,1,902,
,2021-10-04,1,988.5,1,989.5,1,925.5,1,932,22,442,600,1,932,
,2021-10-01,1,980,2,004,1,965.5,1,967,27,672,500,1,967,
,2021-09-30,2,088,2,088,2,000,2,000,33,149,100,2,000,
,2021-09-29,2,052,2,080.5,2,040.5,2,073,34,887,300,2,073,
,2021-09-28,10,420,10,460,10,250,10,385,7,563,400,2,077,
,2021-09-27,10,155,10,350,10,150,10,330,5,362,000,2,066,
,2021-09-24,9,985,10,100,9,973,10,100,6,981,600,2,020,
,2021-09-22,9,890,9,890,9,806,9,820,4,786,800,1,964,
,2021-09-21,9,860,9,960,9,833,9,929,5,887,700,1,985.80,
,2021-09-17,9,964,10,020,9,932,10,020,7,772,300,2,004,
,2021-09-16,9,907,9,995,9,896,9,940,5,334,700,1,988,
,2021-09-15,9,880,9,908,9,859,9,876,4,269,100,1,975.20,
,2021-09-14,9,850,9,946,9,830,9,946,6,045,000,1,989.20,
,2021-09-13,9,722,9,795,9,661,9,795,8,793,700,1,959,
,2021-09-10,9,848,9,973,9,845,9,959,6,424,200,1,991.80,
,2021-09-09,9,911,9,967,9,870,9,898,5,129,300,1,979.60,
,2021-09-08,9,900,10,030,9,888,9,977,5,642,000,1,995.40,
,2021-09-07,10,005,10,110,9,972,10,005,5,410,200,2,001,
,2021-09-06,9,870,9,962,9,803,9,962,5,999,400,1,992.40,
,2021-09-03,9,640,9,803,9,635,9,756,6,873,800,1,951.20,
,2021-09-02,9,645,9,665,9,592,9,650,3,397,800,1,930,
,2021-09-01,9,701,9,721,9,621,9,652,4,133,400,1,930.40,
,2021-08-31,9,506,9,619,9,456,9,592,5,776,000,1,918.40,
,2021-08-30,9,522,9,563,9,502,9,534,4,794,900,1,906.80,
,2021-08-27,9,409,9,487,9,401,9,460,3,673,300,1,892,
,2021-08-26,9,550,9,571,9,435,9,507,4,728,900,1,901.40,
,2021-08-25,9,370,9,559,9,365,9,484,6,198,600,1,896.80,
,2021-08-24,9,289,9,314,9,236,9,272,6,142,800,1,854.40,
,2021-08-23,9,097,9,273,9,048,9,222,9,720,700,1,844.40,
,2021-08-20,9,230,9,338,8,864,8,915,20,308,900,1,783,
,2021-08-19,9,680,9,689,9,271,9,295,9,812,700,1,859,
,2021-08-18,9,750,9,786,9,718,9,725,3,843,100,1,945,
,2021-08-17,9,856,9,862,9,753,9,753,4,196,400,1,950.60,
,2021-08-16,9,900,9,901,9,791,9,813,5,184,800,1,962.60,
,2021-08-13,9,966,10,015,9,955,9,965,3,366,400,1,993,
,2021-08-12,10,015,10,040,9,933,9,960,3,059,000,1,992,
,2021-08-11,9,900,10,020,9,892,9,973,3,627,700,1,994.60,
,2021-08-10,9,933,9,961,9,862,9,876,4,425,500,1,975.20,
,2021-08-06,9,920,9,937,9,788,9,838,6,460,800,1,967.60,
,2021-08-05,9,999,10,030,9,921,9,954,4,160,900,1,990.80,
,2021-08-04,10,085,10,145,9,825,9,970,8,701,900,1,994,
,2021-08-03,10,025,10,130,9,997,10,055,3,503,300,2,011,
,2021-08-02,9,887,10,035,9,862,10,030,5,167,700,2,006,
,2021-07-30,9,815,9,896,9,805,9,805,5,286,400,1,961,
,2021-07-29,9,888,9,934,9,810,9,856,4,220,000,1,971.20,
,2021-07-28,9,790,9,869,9,785,9,804,4,565,000,1,960.80,
,2021-07-27,9,899,9,919,9,856,9,871,3,884,900,1,974.20,
,2021-07-26,9,890,9,916,9,780,9,829,3,940,200,1,965.80,
,2021-07-21,9,704,9,826,9,686,9,725,4,142,900,1,945,
,2021-07-20,9,680,9,689,9,596,9,612,6,301,400,1,922.40,
,2021-07-19,9,785,9,814,9,717,9,740,4,180,600,1,948,
,2021-07-16,9,816,9,930,9,803,9,866,3,663,000,1,973.20,
,2021-07-15,9,880,9,919,9,803,9,832,3,684,600,1,966.40,
,2021-07-14,9,800,10,010,9,790,9,869,5,724,700,1,973.80,
,2021-07-13,9,870,9,884,9,824,9,865,3,299,900,1,973,
,2021-07-12,9,830,9,849,9,759,9,815,4,576,400,1,963,
,2021-07-09,9,571,9,679,9,472,9,650,8,688,700,1,930,
,2021-07-08,9,701,9,768,9,675,9,675,5,083,300,1,935,
,2021-07-07,9,729,9,751,9,671,9,734,4,547,100,1,946.80,
,2021-07-06,9,798,9,822,9,746,9,794,2,704,200,1,958.80,
,2021-07-05,9,739,9,805,9,739,9,772,3,168,300,1,954.40,
,2021-07-02,9,752,9,860,9,739,9,820,4,492,200,1,964,
,2021-07-01,9,728,9,739,9,635,9,690,4,387,800,1,938,
,2021-06-30,9,774,9,785,9,710,9,710,4,043,100,1,942,
,2021-06-29,9,786,9,793,9,691,9,740,4,334,800,1,948,
,2021-06-28,9,852,9,878,9,807,9,842,3,289,700,1,968.40,
,2021-06-25,9,891,9,905,9,817,9,849,4,064,400,1,969.80,
,2021-06-24,9,900,9,901,9,811,9,824,4,480,700,1,964.80,
,2021-06-23,9,850,9,885,9,765,9,782,6,507,000,1,956.40,
,2021-06-22,9,915,9,985,9,842,9,960,7,651,600,1,992,
,2021-06-21,9,595,9,763,9,560,9,638,9,418,100,1,927.60,
,2021-06-18,10,130,10,130,9,833,9,833,12,226,400,1,966.60,
,2021-06-17,10,145,10,260,10,105,10,230,4,256,100,2,046,
,2021-06-16,10,135,10,330,10,105,10,175,6,211,900,2,035,
,2021-06-15,9,916,10,090,9,884,10,075,7,386,500,2,015,
