,日付,始値,高値,安値,終値,出来高,調整後終値,
,2022-06-16,2,142,2,173.5,2,131,2,140,24,439,500,2,140,
,2022-06-15,2,088,2,108,2,080,2,080,22,726,900,2,080,
,2022-06-14,2,083,2,121.5,2,077.5,2,095,26,804,400,2,095,
,2022-06-13,2,150,2,159,2,128,2,131.5,25,274,900,2,131.50,
,2022-06-10,2,211,2,232,2,196,2,203.5,28,515,100,2,203.50,
,2022-06-09,2,249,2,267,2,235.5,2,239,27,281,400,2,239,
,2022-06-08,2,199,2,230,2,191,2,230,25,246,600,2,230,
,2022-06-07,2,197,2,209.5,2,181.5,2,190.5,23,853,700,2,190.50,
,2022-06-06,2,139,2,164.5,2,134,2,163,15,252,500,2,163,
,2022-06-03,2,198,2,198,2,153,2,165,19,812,000,2,165,
,2022-06-02,2,190,2,203,2,181,2,193,15,657,500,2,193,
,2022-06-01,2,140,2,208,2,135.5,2,197.5,35,206,500,2,197.50,
,2022-05-31,2,109,2,133.5,2,107.5,2,122.5,27,505,000,2,122.50,
,2022-05-30,2,102,2,135,2,094,2,126.5,40,586,500,2,126.50,
,2022-05-27,2,117,2,117,2,079,2,084,19,511,600,2,084,
,2022-05-26,2,065,2,106,2,060.5,2,082,23,739,700,2,082,
,2022-05-25,2,040,2,067,2,037,2,043.5,18,929,300,2,043.50,
,2022-05-24,2,064.5,2,078,2,050,2,050,18,717,900,2,050,
,2022-05-23,2,052.5,2,065,2,038,2,061.5,20,585,700,2,061.50,
,2022-05-20,2,010,2,052.5,2,007.5,2,048,23,675,300,2,048,
,2022-05-19,1,981,2,010,1,971,2,005,34,715,900,2,005,
,2022-05-18,2,035,2,054,2,025.5,2,044,21,893,000,2,044,
,2022-05-17,2,025.5,2,047,2,016.5,2,033,22,474,100,2,033,
,2022-05-16,2,105,2,107,2,047,2,049.5,26,352,900,2,049.50,
,2022-05-13,2,043,2,086.5,2,028.5,2,055,31,138,400,2,055,
,2022-05-12,2,050,2,114.5,2,011.5,2,050,44,104,700,2,050,
,2022-05-11,2,205.5,2,210,2,050.5,2,082,64,821,200,2,082,
,2022-05-10,2,190,2,204,2,155,2,178.5,28,054,600,2,178.50,
,2022-05-09,2,269,2,282.5,2,244.5,2,245,22,370,500,2,245,
,2022-05-06,2,254,2,276,2,242.5,2,276,30,141,000,2,276,
,2022-05-02,2,267,2,277.5,2,217.5,2,228,26,634,900,2,228,
,2022-04-28,2,160.5,2,242.5,2,152.5,2,235.5,33,413,000,2,235.50,
,2022-04-27,2,146,2,174.5,2,144,2,165.5,34,299,400,2,165.50,
,2022-04-26,2,186,2,199,2,163.5,2,180,23,096,200,2,180,
,2022-04-25,2,149.5,2,199.5,2,145,2,190,22,515,800,2,190,
,2022-04-22,2,220,2,227.5,2,200,2,210,18,873,300,2,210,
,2022-04-21,2,238,2,261.5,2,236.5,2,250,21,538,600,2,250,
,2022-04-20,2,220,2,269,2,219,2,258.5,42,430,500,2,258.50,
,2022-04-19,2,175,2,186.5,2,159,2,177,21,166,100,2,177,
,2022-04-18,2,145.5,2,165,2,127.5,2,155,15,320,900,2,155,
,2022-04-15,2,100,2,163,2,100,2,160,19,517,900,2,160,
,2022-04-14,2,096,2,131.5,2,085.5,2,131.5,18,466,300,2,131.50,
,2022-04-13,2,108.5,2,123.5,2,073,2,119.5,26,016,500,2,119.50,
,2022-04-12,2,105,2,112.5,2,065.5,2,069.5,26,536,900,2,069.50,
