,日付,始値,高値,安値,終値,出来高,調整後終値,
,2022-06-16,2,619,2,666,2,618,2,651,1,750,900,2,651,
,2022-06-15,2,686,2,700,2,615,2,615,1,832,200,2,615,
,2022-06-14,2,702,2,748,2,689,2,704,2,110,500,2,704,
,2022-06-13,2,714,2,769,2,706,2,730,1,805,600,2,730,
,2022-06-10,2,685,2,728,2,676,2,714,1,941,900,2,714,
,2022-06-09,2,683,2,686,2,643,2,671,1,884,800,2,671,
,2022-06-08,2,633,2,671,2,609,2,668,1,705,400,2,668,
,2022-06-07,2,647,2,676,2,639,2,660,1,367,000,2,660,
,2022-06-06,2,579,2,632,2,575,2,631,1,253,000,2,631,
,2022-06-03,2,544,2,562,2,517,2,554,929,900,2,554,
,2022-06-02,2,561,2,563,2,527,2,540,1,375,700,2,540,
,2022-06-01,2,553,2,578,2,538,2,567,1,502,100,2,567,
,2022-05-31,2,566,2,587,2,511,2,511,4,201,200,2,511,
,2022-05-30,2,572,2,602,2,545,2,569,1,550,400,2,569,
,2022-05-27,2,617,2,639,2,563,2,573,1,437,800,2,573,
,2022-05-26,2,580,2,640,2,572,2,631,1,379,400,2,631,
,2022-05-25,2,624,2,647,2,611,2,617,1,512,100,2,617,
,2022-05-24,2,608,2,621,2,590,2,606,1,501,700,2,606,
,2022-05-23,2,584,2,606,2,553,2,591,1,846,500,2,591,
,2022-05-20,2,630,2,630,2,560,2,584,2,185,500,2,584,
,2022-05-19,2,608,2,664,2,607,2,657,1,423,900,2,657,
,2022-05-18,2,582,2,614,2,534,2,605,1,707,800,2,605,
,2022-05-17,2,622,2,643,2,599,2,599,1,684,000,2,599,
,2022-05-16,2,593,2,609,2,572,2,596,1,314,400,2,596,
,2022-05-13,2,567,2,606,2,538,2,594,2,630,300,2,594,
,2022-05-12,2,561,2,575,2,531,2,567,1,958,400,2,567,
,2022-05-11,2,529,2,556,2,495,2,511,2,055,000,2,511,
,2022-05-10,2,520,2,572,2,496,2,547,2,541,600,2,547,
,2022-05-09,2,450,2,531,2,430,2,507,2,799,300,2,507,
,2022-05-06,2,406,2,454,2,388,2,443,2,758,400,2,443,
,2022-05-02,2,391,2,429,2,354,2,428,2,051,000,2,428,
,2022-04-28,2,310,2,492,2,305,2,491,3,382,700,2,491,
,2022-04-27,2,288,2,357,2,285,2,335,2,844,100,2,335,
,2022-04-26,2,289,2,323,2,283,2,293,1,112,800,2,293,
,2022-04-25,2,307,2,314,2,282,2,293,998,000,2,293,
,2022-04-22,2,284,2,326,2,272,2,319,897,500,2,319,
,2022-04-21,2,320,2,320,2,292,2,307,941,100,2,307,
,2022-04-20,2,277,2,321,2,272,2,320,973,300,2,320,
,2022-04-19,2,313,2,319,2,269,2,285,1,124,600,2,285,
,2022-04-18,2,249,2,265,2,216,2,253,699,900,2,253,
,2022-04-15,2,255,2,277,2,247,2,264,711,800,2,264,
,2022-04-14,2,235,2,263,2,232,2,249,655,200,2,249,
,2022-04-13,2,232,2,258,2,224,2,249,942,700,2,249,
,2022-04-12,2,207,2,275,2,204,2,240,1,476,100,2,240,
,2022-04-11,2,214,2,217,2,178,2,206,1,532,400,2,206,
,2022-04-08,2,213,2,239,2,188,2,215,1,506,900,2,215,
,2022-04-07,2,164,2,187,2,132,2,178,1,590,400,2,178,
,2022-04-06,2,202,2,211,2,131,2,133,1,526,500,2,133,
,2022-04-05,2,230,2,241,2,191,2,207,1,340,300,2,207,
,2022-04-04,2,215,2,243,2,207,2,227,1,060,100,2,227,
,2022-04-01,2,215,2,232,2,188,2,206,1,267,400,2,206,
,2022-03-31,2,265,2,281,2,232,2,232,1,580,500,2,232,
,2022-03-30,2,321,2,330,2,243,2,275,1,213,500,2,275,
,2022-03-29,2,339,2,370,2,314,2,359,1,509,700,2,359,
,2022-03-28,2,340,2,354,2,329,2,334,870,500,2,334,
,2022-03-25,2,297,2,334,2,285,2,328,1,056,900,2,328,
,2022-03-24,2,310,2,344,2,266,2,302,1,620,300,2,302,
,2022-03-23,2,264,2,297,2,256,2,293,1,374,400,2,293,
,2022-03-22,2,274,2,313,2,262,2,266,1,840,000,2,266,
,2022-03-18,2,308,2,333,2,250,2,252,3,407,000,2,252,
,2022-03-17,2,355,2,357,2,315,2,319,1,229,500,2,319,
,2022-03-16,2,312,2,359,2,306,2,347,1,389,700,2,347,
,2022-03-15,2,296,2,339,2,290,2,321,1,221,600,2,321,
,2022-03-14,2,350,2,354,2,273,2,276,1,279,900,2,276,
,2022-03-11,2,327,2,360,2,326,2,349,1,453,300,2,349,
,2022-03-10,2,300,2,328,2,282,2,321,1,752,200,2,321,
,2022-03-09,2,316,2,320,2,270,2,304,1,409,400,2,304,
,2022-03-08,2,331,2,353,2,302,2,315,1,614,100,2,315,
,2022-03-07,2,337,2,360,2,329,2,353,1,223,400,2,353,
,2022-03-04,2,345,2,359,2,327,2,334,1,164,600,2,334,
,2022-03-03,2,353,2,365,2,337,2,347,1,070,900,2,347,
,2022-03-02,2,337,2,341,2,288,2,330,1,219,800,2,330,
,2022-03-01,2,355,2,365,2,335,2,341,1,106,200,2,341,
,2022-02-28,2,319,2,356,2,313,2,348,1,675,800,2,348,
,2022-02-25,2,327,2,335,2,286,2,293,1,327,300,2,293,
,2022-02-24,2,323,2,367,2,310,2,363,1,845,000,2,363,
,2022-02-22,2,296,2,332,2,295,2,324,764,000,2,324,
,2022-02-21,2,299,2,329,2,287,2,323,612,100,2,323,
,2022-02-18,2,334,2,354,2,300,2,303,1,400,700,2,303,
,2022-02-17,2,361,2,361,2,325,2,341,1,675,400,2,341,
,2022-02-16,2,339,2,382,2,336,2,361,2,023,500,2,361,
,2022-02-15,2,331,2,336,2,306,2,314,1,344,800,2,314,
,2022-02-14,2,336,2,355,2,328,2,348,1,295,000,2,348,
,2022-02-10,2,323,2,339,2,310,2,329,1,658,600,2,329,
,2022-02-09,2,340,2,359,2,325,2,345,1,702,300,2,345,
,2022-02-08,2,311,2,340,2,304,2,337,1,421,500,2,337,
,2022-02-07,2,253,2,302,2,252,2,299,1,042,200,2,299,
,2022-02-04,2,278,2,290,2,251,2,271,1,417,300,2,271,
,2022-02-03,2,256,2,278,2,242,2,271,1,402,200,2,271,
,2022-02-02,2,271,2,297,2,249,2,254,1,836,100,2,254,
,2022-02-01,2,292,2,293,2,250,2,288,1,733,900,2,288,
,2022-01-31,2,240,2,324,2,230,2,315,3,331,400,2,315,
,2022-01-28,2,186,2,230,2,184,2,230,1,573,100,2,230,
,2022-01-27,2,245,2,245,2,180,2,200,1,707,600,2,200,
,2022-01-26,2,224,2,231,2,211,2,215,976,600,2,215,
,2022-01-25,2,196,2,224,2,169,2,224,1,218,000,2,224,
,2022-01-24,2,230,2,243,2,211,2,222,1,580,100,2,222,
,2022-01-21,2,206,2,224,2,169,2,219,1,177,100,2,219,
,2022-01-20,2,199,2,225,2,189,2,192,1,789,700,2,192,
